"number","text","code","Anmerkung"
"17891","Wir stellen hier über das Wochenende das Twittern ein. Wir müssen auch erstmal rauskriegen, was die Genossinnen und Genossen im @spdde-Bundesvorstand aktuell vorhaben. https://t.co/2UOSzCTATC","",""
"17892","Vielen Dank meinem Grünen Kreisverband Rheingau-Taunus für die erneute Nominierung im Wahlkreis 29 zur #ltwhe (19:2:1)! Auf einen fairen Fight, @peterbeuth und @mariusweiss.","",""
"17893","Wildtier des Jahres 2018 – Wildkatzen in Hessen – Gestern Thema beim hr-fernsehen im Nachmittagsmagazin „hallo... https://t.co/KpiUgHqqsc","",""
"17894","Ein Teil dieser Informationen würde die Mitglieder nur verunsichern <U+0001F609> https://t.co/myWf3VG6d2","",""
"17896","#Klimawandel mal anders erleben? Am 26.9. ab 14 Uhr wird #Klimawandel beGreifbar im #Roncallihaus. Anlass ist der 10. #Geburtstag des #FachzentrumKlimawandel_Anpassung

https://t.co/yfaPiOyHRf 
@PriskaHinz @Stadt_Wiesbaden @sensorWI https://t.co/w3Tcpv1p97","",""
"17897","Wurde so eben von @ARD_MoMa zur Verteidigungsministerin ernannt. Danke dafür. Aber das darf nur der #Bundespräsident! <U+0001F609> https://t.co/avV83SSQwL","",""
"17898","Auch 2018 legt die #Energiewende in #Hessen Tempo vor: Bis Ende Juni stieg der Anteil der in Hessen erzeugten #ErneuerbarenEnergien am Stromverbrauch auf 22,5 %, das 25-Prozent-Ziel kommt immer mehr in Sicht @talwazir: ""Hessen ist Energiewenderland"" https://t.co/C2nTGV5QJx https://t.co/6lVwSTBiEW","",""
"17900","Wie ""smart"" geht #Hessen? Diese Frage soll der 3. Hessische #Elektromobilitätskongress am 29.08.2018 in #Kassel beantworten. <U+0001F4A1><U+0001F698> Alle Infos <U+27A1><U+FE0F> https://t.co/MkVPWJzJdI

(Foto: Frederic Schlosser)

@hmwevl @RegHessen @VDA_online @emobileticker @VKUonline @talwazir https://t.co/ruSjJqWeRQ","",""
"17902","Gestern fand die 1. Sitzung des Steuerungskreises „#Nachhaltige Lebensstile“ - dem zukünftigen Schwerpunktthema der NHS - statt. Gastreferent Prof. Dr. Marcel Hunecke @fhdortmund erläuterte in einem Vortrag die Sicht der Psychologie auf das Thema der nachhaltigen Alltagspraxis. https://t.co/l9ItZxMOMZ","",""
"17908","""Biologische Vielfalt ist die Grundlage der Landwirtschaft, die einen großen Einfluss auf ihren Erhalt hat.""-   Staatssekretärin Dr. Beatrix Tappeser sprach auf der Wintertagung der  Arbeitsgemeinschaft bäuerliche Landwirtschaft (AbL). 

Mehr dazu unter: https://t.co/yHWEjY0QVh https://t.co/dKKPI1MynK","",""
"17909","1000 neue Mitglieder seit Jahresanfang. Das ist großartig! Eigentlich ist der Januar für Mitgliederzuwachs eine Saure-Gurken-Zeit ... Freue mich &amp; jetzt erst recht #parteiergreifen https://t.co/0gcG8qbDnO","",""
"17911","Die SPD-Mitglieder dürfen jetzt einem Koalitionsvertrag zustimmen, den jemand ausgehandelt hat, der ihn zuerst gar nicht wollte, dann gegen heftigste Widerstände aus den eigenen Reihen verteidigte und nun nicht mehr da ist. Glück auf, Genossen! #Schulz","",""
"17914","@RegHessen @UmweltHessen gründen Akademie für ländlichen Raum. @PriskaHinz: Soziale Netzwerke sind besondere Stärke und Vereine spielen eine wichtige Rolle im ländlichen Raum. Sehr richtig! https://t.co/3MArRYN1rw","",""
"17919","Auswärtsspiel! Montag alle nach Chemnitz! #wirsindmehr https://t.co/uW0XTo6BkG","",""
"17920","Auf mehr als 100.000 Hektar wird in #Hessen #Ökolandbau betrieben! Das ist Rekord! Landwirtschaftsministerin @PriskaHinz stellte heute die Zahlen in #Wiesbaden vor. 

Mehr dazu unter: https://t.co/QW43DGF75l https://t.co/ZyqgR4RPRr","",""
"17921","Die Nebenkosten für die #Sozialmiete werden um 50% sinken und gleichzeitig hilft die Energieeinsparung dem #Klima https://t.co/LZHCTCaPqo","",""
"17923","Großer Tag für die #hessische #steuerverwaltung !
Vereidige heute und morgen 700 Nachwuchskräfte. So viele gab es in #Hessen noch nie! Den Auftakt der #Vereidigung war im… https://t.co/6nygmuvneP","",""
"17924","https://t.co/aUvHQpb6vI https://t.co/9ymcqzqh6T","",""
"17927","Die deutlich höheren Fördermittel werden nachgefragt: Seit 2014 werden mehr als doppelt so viele Mittel des Landes von Wohnungsbauunternehmen und Investoren beantragt als in den Jahren zuvor. Das macht sich bemerkbar, auch in #Frankfurt. #Hessenbaut #MasterplanWohnen https://t.co/IL6u8wRm1G","",""
"17930","Aus Gründen. https://t.co/aPceHhHLC1","",""
"17938","<U+0001F609> https://t.co/oATzh4IYKi","",""
"17939","Zwei Hessinnen im #Bundesrat: @LuciaPuttrich leitet das Plenum, @PriskaHinz spricht zur #Agrarpolitik der #EU. https://t.co/f2bc4iRaFr","",""
"17940","„Die städtische Imkerei trägt zum Erhalt der Biologischen Vielfalt bei. Unser neues Infoblatt ist ein guter Ratgeber für den Einstieg“ - Umweltministerin @PriskaHinz hat heute das neue Faltblatt ""Imkern in der Stadt"" veröffentlicht. 

Mehr dazu unter: https://t.co/ziX8km25uP https://t.co/7Izn3aaGQA","",""
"17946","@Birkolo @fr Grenzwerte sind keine unverbindlichen Richtwerte. Deshalb wollen wir sie ja einhalten @fr #FRWahlcheck","",""
"17948","Die @fdpbt will namentliche Abstimmung über Zurückweisung an den Grenzen? Und wie stimmt ihr dann ab? Was ist nur aus der einstigen Europapartei geworden... Mehr denn je gilt es für Europa und für europäische Lösungen zu kämpfen.  #gruene  @robinalexander_","",""
"17950","@EV_Stevee @gruenehessen @GrueneOF @fr @fr Ladeinfrastruktur im Straßenraum wird schon gefördert. In Mietgaragen kann nach Hess. Bauordnung ohne Genehmigung errichtet werden. Das Bundesgesetz wurde von uns eingebracht, braucht eine Mehrheit #FRWahlcheck","",""
"17951","@Birkolo @FR Grenzwerte für NOX sollen eingehalten werden. Verkehrswende wurde eingeleitet durch mehr ÖPNV, Fahrradwege, Schülerticket. Das effektivste Mittel dann ist Hardwarenachrüstung auf Kosten Autokonzerne. Die haben betrogen beim NOX #FRWahlcheck","",""
"17953","<U+26BD><U+FE0F><U+26BD><U+FE0F><U+0001F44F> https://t.co/wpoPzn8bYT","",""
"17955","#Hessen stärkt mit dem #MasterplanWohnen auch den ländlichen Raum: Die Dorfentwicklung profitiert von zusätzlichen Fördermitteln. Das hohe Niveau wird gehalten! #Wohnungsbau #Wohnen @PriskaHinz https://t.co/TvBCbdasqp","",""
"17956","Dank @Die_Gruenen für das Vertrauen. Was ich bin, bin ich durch Euch. #bdk18 Hier meine Rede mal schriftlich: https://t.co/8nSD0VJ7Nz","",""
"17957","Hessen,das ist #Frankfurt, Shopping, Kultur–aber auch viele Naturerlebnisse, zwölf Naturparke und das Biosphärenreservat Rhön. Ministerin @PriskaHinz stellte auf der #IGW2018 die Landtourismuskampagne #Hessenüberrascht vor.@Hessen_Agentur

Mehr dazu unter: https://t.co/HDi7TyPFUU https://t.co/tbQ9BgXEqm","",""
"17962","Ich habe heute viele Menschen getroffen und wir haben über spannende Themen gesprochen. U.a. war ich auf einem Biolandhof und habe eine nachhaltig gebaute Polizeiwache besucht. Zum Schluss dann eine Podiumsdiskussion zum Thema Wohnen!<U+0001F33B><U+0001F33B> Danke #Kassel und #Baunatal! https://t.co/YhT5vVK2QR","",""
"17966","Es wird ein toller #Aktionstag. Vor allem, wenn Sie mitmachen #frohnatur https://t.co/fppKnCspon","",""
"17968","Staatssekretärin Dr. @BeatrixTappeser hat heute die Wildtierhilfe #Odenwald mit dem Hessischen #Tierschutzpreis 2018 ausgezeichnet. Außerdem hat sie  das Lebenswerk von Hannelore Tenggren und Agnes Denner gewürdigt. 

Mehr dazu unter: https://t.co/dwnCELDDqJ https://t.co/Ex9mN1jKgf","",""
"17969","wenn #martinschulz nun wirklich
 #außenminister werden sollte, nachdem er unter gar keinen umständen ... ach lassen wir das. satire-sendungen - bitte übernehmen sie. #GroKo #Koalitionsvertrag #ministerposten","",""
"17970","Willkommen an Bord! Der grüne Parteitag wählt zwei tolle neue Vorsitzende: Die Brandenburger Bundestagsabgeordnete @ABaerbock und Schleswig-Holsteins Landesminister @RobertHabeck Auf geht's!
#BDK18 https://t.co/znWewOXrbI","",""
"17971",".....UND DAS IST ERST DER ANFANG. Glückwunsch,liebe Annalena #Bdk18 @ABaerbock https://t.co/arGc31MTqi","",""
"17972","Jetzt geht's los! #SeehoferTwittert #Seehofer @realDonaldTrump https://t.co/DGY6BcU7vt","",""
"17973","Aktion gegen #Plastikmüll in #Bensheim #ltwhe18 https://t.co/tHLbm11Zs3","",""
"17978","Das Biosphärenreservat Rhön gilt schon jetzt bundesweit als Vorreiter bei der Erfassung der Quellen. Umweltministerin @PriskaHinz informierte sich heute in #Hofbieber über die Arbeit vor Ort. #Sommertour18 https://t.co/80IZ1zIt48","",""
"17979","Auch morgen soll es wieder heiß werden. Auch dann ist Mithilfe beim gießen weiter gefragt! https://t.co/6KnMWcVLVM","",""
"17980","Die Hessische Landjugend lud auf dem #Hessenabend zum Tanz ein, das ließ sich Landwirtschaftsministerin @PriskaHinz nicht nehmen und legte eine flotte Sohle aufs Parkett. <U+0001F483><U+0001F57A>#IGW2018 https://t.co/ZZWHFDSygG","",""
"17981","In der Wildtierauffangstation #Koboldhof werden hilfsbedürftige Wildtiere art- und fachgerecht aufgepeppelt und ausgewildert. 5.000 Euro aus der #Umweltlotterie gehen in dieser Woche in den Landkreis #Odenwald, herzlichen Glückwunsch! @LOTTOHes_Presse

https://t.co/dqV8hro7US https://t.co/O7ZMBMGGV8","",""
"17982","Beim Ausbau der Ladesäulen liegt Hessen auf dem 4. Platz! https://t.co/1RoGoyrc07","",""
"17984","Endlich geht‘s los! Erste Town-Hall in Eltville <U+0001F33B><U+0001F33B> Spannende Diskussionen und tolle Fragen! DANKE @cem_oezdemir für deine Unterstützung! #ltwHE18 https://t.co/WsLvwT4OO0","",""
"17985","Heute vermisse ich den @Timon_Gremmels ganz besonders... #Klimaschutz #Hessen @PriskaHinz @MFeldmayer","",""
"17989","@Angela_Dorn Skandal! Amtsanmaßung :D ;). Finde ich gut, dass du das machst! @PolizeiGruen","",""
"17991","Der erste Flügel des #Kreuzgang ist dank unserer #Steinpaten schon fertig. Es geht voran! #denkmalEwigkeit https://t.co/REmNqLYKrW","",""
"18000","@volkerisschmidt @AGR_Berlin @gruenehessen @hessenSPD Schade eigentlich <U+0001F61F>","",""
"18001","Glückwunsch an den #Dottenfelderhof https://t.co/d0t1klCQEA","",""
"18006","@NaturschutzMe @PriskaHinz @UmweltHessen Es gibt eine Reihe von Untersuchungen, die eine Verbindung von Naturschutzmaßnahmen (wie sie FSC erfordert) zu steigenden Vogelbeständen zeigen (z. B. Höhlenbaumschutz und Referenzflächen).","",""
"18007","Mit dem #BecherBonus können auch Sie etwas gegen den Müllberg tun. 

Mehr dazu unter: https://t.co/qaRplZkqOE https://t.co/bzZve6wBng","",""
"18008","Ich kandidiere auf der #bdk18 in Hannover für den #Parteirat und würde mich freuen, wenn ihr mich wählt:

<U+0001F64F><U+0001F3FD>

#HessenVorn 

https://t.co/rpZ6tumBty","",""
"18009","Beim Bundeswettbewerb „Klimaaktive Kommune 2017“ gewinnt die @Stadt_Marburg mit ihrem „Klimaschutzbecher to go“. Herzlichen Glückwunsch! #Klimaschutz #KlimaKommunen #BecherBonus @PriskaHinz

Mehr dazu unter: https://t.co/EZIY89u96N https://t.co/XczPkY3Hmc","",""
"18012","Tolle Kooperation von Betrieb und NABU für die #Gelbbauchunke Es ist wichtig sowas zu fördern. https://t.co/q1AxIsamud","",""
"18013","Ist auch ressourcensparend, wenn weniger Plastik benutzt wird! #klimaschutzmitmir https://t.co/dcdCjipfQq","",""
"18019","@fr Deswegen bin ich für Hardwarenachrüstung auf Kosten der Automobilkonzerne. #Hessen hat einen Antrag dafür in den @bundesrat einbracht! @fr #FRWahlcheck","",""
"18021","@grizzlyy @fr Grenzwerte für Feinstaub werden in Hessen überall eingehalten. Am Laubbläser liegt das auch am wenigsten. Problem ist da eher der Lärm @fr #FRWahlcheck","",""
"18023","Wir werden einen engagierten Wahlkampf führen https://t.co/Z2nFDVjpRN","",""
"18024","""Wir wollen den besonders stark betroffenen landwirtschaftlichen Betrieben wirksam unter die Arme greifen, um die aktuelle Notsituation zu mildern."" - Landwirtschaftsministerin @PriskaHinz hat heute die #Dürre-Maßnahmen der @RegHessen vorgestellt. 

https://t.co/L32C5Kiwb2 https://t.co/cTCtpFXEXb","",""
"18026","Klare Positionierung sieht anders aus! https://t.co/yPEdn6dJkn","",""
"18031","Um #Bienen zu schützen, fordert Anton #Hofreiter die Bundesregierung auf, ein Total-Verbot für alle Neonikotinoide auf den Weg zu bringen. #neonicotinoides @noz_de 
https://t.co/UOOC8HGXlV","",""
"18035","Super Idee, die einzige progressive Partei anzukacken, mit der man die Basis für eine gemeinsame Machtperspektive schaffen könnte #strategie https://t.co/MRkFxrAu1I via @SPIEGELONLINE","",""
"18036","Glückwunsch und viel Erfolg. Ich freue mich auf die länderübergreifende Zusammenarbeit! https://t.co/XdIQBUHPxD","",""
"18039","Bettelrufe am Wegesrand: Jungvögel am Boden sind nicht hilflos. Bitte nicht mitnehmen! https://t.co/t42TyPNBds https://t.co/5xJ5JeEwp6","",""
"18044","<U+0001F44D> @woodyinho: ""Der Trainer hat heute mitgeteilt, dass ich der neue Kapitän bin. Das ist natürlich eine Ehre und macht mich stolz."" #reus #BVBSRFC https://t.co/tPmynvmiRS","",""
"18046","Wo bitte bleibt ein Fünkchen #Vernunft bei dieser #GroKo ?  Nur #Chaostage die Zweifel an demokratischen Institutionen erhöhen. Wer braucht so eine Regierung?","",""
"18048","Danke für die Unterstützung und offene Diskussion in #Eltville hat Spaß gemacht #ltwhe18 https://t.co/FeUGDRvfj4","",""
"18049","kein Problem gelöst, aber Problemfall #Maaßen befördert, so geht #GroKo abstruses Politiktheater","",""
"18053","<U+0001F449> Unsere Startelf für #RBLBVB: Bürki, Diallo, Delaney, Reus, Akanji, Dahoud, Philipp, Pulisic, Piszczek, Witsel, Schmelzer. https://t.co/msCm5kuE7L","",""
"18055","@gruenehessen haben gut Konzepte, vernünftige Lösungen für die #Zukunft und Motivation für den Wahlkampf #ltwhe18 https://t.co/MX8JcCXC0b","",""
"18059","„Mittelhessen rückt beim #Wohnungsbau zunehmend in den Fokus – daher muss auch hier in regionalen Zusammenhängen gedacht werden“ - Wohnungsbauministerin @PriskaHinz war heute auf der zweiten Regionalkonferenz in #Gießen. #MasterplanWohnen #Hessenbaut

https://t.co/rsU6ZlCw7w https://t.co/Ue4DxI37Kf","",""
"18060","#Mittelhessen hat viel Potenzial https://t.co/NeLlFWz8zg","",""
"18062","„Die Nebenkosten sind in den letzten Jahren stark angestiegen. Gerade im sozialgeförderten Wohnungsbau muss deshalb auf Energieeffizienz geachtet werden."" - Wohnungsbauministerin @PriskaHinz stellte heute eine Studie zur Reduzierung von Nebenkosten vor. 

https://t.co/Do0V5bPZVu https://t.co/zflIj5WnNL","",""
"18063","Was im analogen Leben verboten ist, muss auch in der digitalen Welt geahndet werden! https://t.co/0qZaR1qKec","",""
"18067","@fr Hardwarenachrüstung ist genauso wirksam. Hilft auch den Menschen, die ihre Autos sonst quasi verschenken müssten und kein Geld für ein neues haben. @fr #FRWahlcheck","",""
"18075","Jahrzehntelang haben sich die Unionsparteien gewehrt anzuerkennen, dass Deutschland ein #Einwanderungsland ist. Wir haben in der letzten Wahlperiode ein #Einwanderungsgesetz inklusive #Spurwechsel vorgelegt, sagt @GoeringEckardt. https://t.co/qO4Wa7TuWb","",""
"18078","Steht auf jedem Plakat! https://t.co/h9FnGa7k8Q","",""
"18079","Eröffnung der #Biowoche  der #Ökomodellregion #Wetterau beim 25jährigen Jubiläum des  Ökobetriebes #Querbeet Und dann noch die Verleihung des #BiosiegelHessen @UmweltHessen https://t.co/ZWH7xct2hM","",""
"18080","#ÖkoLeo wünscht allen Schülerinnen und Schülern einen guten Start in das neue Schuljahr! Auf https://t.co/vjQQMCmhAJ erhältst du spannender Tipps rund um die Themen Umwelt &amp; Natur! 

https://t.co/oqkZvwStym https://t.co/eggjJesXLR","",""
"18081","Falsch! Es gibt #Wohnbau- und #Stadtentwicklungsprogramme in #Hessen , die vor allem den Umbau und Erhalt bestehender Häuser im Innenbereich fördern. #KIP #WIPG #aktiveKernbereiche #Stadtumbau @UmweltHessen https://t.co/Agesl248Py","",""
"18082","„Ich schütze, was ich liebe. Mein Lieblingsplatz in der Natur!“ - unter diesem Motto startet heute die 2. Aktion der #Naturschutzkampagne unter der Schirmherrschaft von Umweltministerin @PriskaHinz. Machen Sie mit!

https://t.co/BQLQYnNXOt 

#frohnatur https://t.co/scSWkg51Bi","",""
"18086","Verkehrsminister Scheuer muss endlich aufhören mit der Autoindustrie zu kuscheln, wenn er nicht als #Fahrverbotsminister in die Geschichte eingehen will. Er muss jetzt endlich die Voraussetzungen für Hardware-Nachrüstungen schaffen. #Fahrverbote https://t.co/2pvzZyeBgh","",""
"18090","Mehr Auslauf, größere Boxen für Sozialkontakte und längerer Weideurlaub bedeutet mehr #tierwohl für die Pferde im #Landgestüt #Dillenburg https://t.co/QLyokjOcgu","",""
"18091","Das Naturerlebnisgebiet in #Schwalmstadt ist ein toller Ort für Bildung für nachhaltige Entwicklung #BNE #ltwhe18 https://t.co/pdKhsTHIIV","",""
"18095","Um Schwalben neue Nistmöglichkeiten zu ermöglichen, will der @bund_hessen in #Weilrod ein Schwalbenhotel aufstellen. 5.000 Euro aus der #Umweltlotterie gehen in dieser Woche in den Landkreis #Hochtaunus. Herzlichen Glückwunsch! 

https://t.co/GISN0ZdWPY https://t.co/9rsfX4zzYh","",""
"18097","Happy about the victory! https://t.co/QHOLJpJzTb","",""
"18098","Hat Spaß gemacht bei euch! https://t.co/0gSchm1SYH","",""
"18100","Der #LahnDillKreis hat tolle #Natur, wie vorgestern hier in #Eiershausen gesehen, die mit der Landschaftspflegevereinigung und durch ehrenamtliche Vereine gepflegt wird. <U+0001F33B><U+0001F342> Abends diskutierten wir über die #Ökomodellregion Lahn-Dill <U+0001F607> #heimatnatuerlich #ltwHE #triffpriska https://t.co/a27QfhqHYk","",""
"18102","#Hessenüberrascht mit dem #Rhönschaf als Landschaftspfleger @hrVolki @UmweltHessen https://t.co/vJoEqeSWQM","",""
"18106","@neunermichael @gruenehessen @talwazir @Angela_Dorn Wir haben doch eine Studie zu Ultra-Feinstaub überhaupt erst möglich gemacht und werden den Ursachen und Möglichkeiten der Reduzierung konsequent nachgehen.","",""
"18112","VW, Daimler und BMW haben 25 Menschen dafür bezahlt, Abgase einzuatmen.
Und wir Idioten haben das jahrelang umsonst gemacht! #Dieselgate","",""
"18113","Der #Dottenfelderhof, Sieger des Bundeswettbewerbs Ökologischer Landbau 2018, war heute zu Gast im Ministerium. Martin von Mackensen nahm die Glückwünsche von Landwirtschaftsministerin @PriskaHinz entgegen.  

Mehr Informationen über den Hof gibt es hier:
https://t.co/5f48mZnL8F https://t.co/6iazBsGKdw","",""
"18115","... der Knopf war grün und bei #Gruen geht’s los: Inbetriebnahme der #KKF für weniger #Salzabwasser und mehr #Umweltschutz mit @bodoramelow, @PriskaHinz und @BurkhardLohr https://t.co/lL6O9rQ14D","",""
"18116","Alle denken, Baden-Württembergs Ministerpräsident Kretschmann habe einen Luxus-Dienstwagen. Aber eigentlich ist es gaaanz anders: https://t.co/oLCKSa2Tce","",""
"18117","Staatssekretärin Dr. Beatrix Tappeser setzt sich auf der Amtschefkonferenz (ACK) in #Berlin für eine zukunftsorientierte #Landwirtschaft ein. #Hessen https://t.co/7XOiNK06g0","",""
"18120","Das bringt der #Doppelhaushalt: #Kindergarten ist für sechs Stunden täglich kostenfrei. #Eltern zahlen dafür keine Beiträge mehr. #doppeltgut #HLT https://t.co/Ii1JttIOp4","",""
"18121","#ÖkoLeo ist für den Kinder-Online-Preis des @mdrde -Rundfunkrates 2018 nominiert. Du findest #ÖkoLeo toll? Dann vote mit!

Hier geht es zur Abstimmung: https://t.co/0Far0lh5dh https://t.co/73bELcVFpA","",""
"18123","Man würde ja gern mal wieder jemand sprechen, der sich darauf freut, dieses Land zu regieren","",""
"18127","Mit @PriskaHinz auf #Sommertour18 in Echzell-Bingenheim bei der Eröffnungsveranstaltung Züchtungs- und Sortentag 2018 https://t.co/HJlnyFQQiX","",""
"18131","„Eine nachhaltige Außenbeleuchtung leistet einen Beitrag zum Arten- und zum Klimaschutz.“-Umweltministerin @PriskaHinz zur Veröffentlichung der Broschüre „Nachhaltige Außenbeleuchtung –Informationen und Empfehlungen für Industrie und Gewerbe“. 

Mehr dazu: https://t.co/Jt5U6SLCz5 https://t.co/jFIdGPnXjs","",""
"18132","#Klimaschutz ist die Zukunftsfrage - außer bei der Sondierung zur GroKo!! Studie zum Klimawandel: Baut Deiche, sonst sauft ihr ab | tagesschau.de https://t.co/YpY7W2jBkJ","",""
"18137","Die Stadt #Hungen erhält eine Landesförderung für bezahlbaren #Wohnraum! Ministerin @PriskaHinz übergab heute den Förderbescheid über 1,3 Millionen Euro an Bürgermeister Rainer Wengorsch. #Hessen #MasterplanWohnen
 
Mehr dazu unter: 
https://t.co/QQVDwP9nb3 https://t.co/auyj7WNMAi","",""
"18141","Wohnungsbauministerin @PriskaHinz : „Die Verkaufserlöse helfen uns dabei, Maßnahmen aus dem #MasterplanWohnen früher umzusetzen und zusätzliche Förderprogramme aufzulegen.“ #Hessenbaut https://t.co/wAtGgv5Tp9","",""
"18143","Traurig, aber wahr! https://t.co/LDcvwnE0YL","",""
"18145","@fr Leider wurden bundesweit 15 Jahre fast keine Sozialwohnungen gebaut. Die alten fallen jetzt aus der Bindung. Wir sind in der Aufholjagd. 10 000 Wohnungen sind schon finanziert und wir kaufen Belegrechte. Nach der Wahl gehts noch schneller weiter. @fr #FRWahlcheck","",""
"18146","Auf die Plätze, fertig, los: Start für die neue Förderrunde #AktiveKernbereiche #Stadtentwicklung #Hessen #UmweltHessen https://t.co/6zpARRbDtg","",""
"18151","#BNE und #TagderNachhaltigkeit passen gut zusammen https://t.co/UBDxtfQYSS","",""
"18158","Herzlichen Glückwunsch! @PriskaHinz #AbindieMitte https://t.co/WFpLhTmncE","",""
"18159","Heute ist Tag des deutschen Bieres. Da passt unser neues Kloster Eberbach #Zwickelbier. Zu kaufen an der #Klosterkasse und in der #Vinothek - einzeln oder im praktischen Viererpack. #Prost! https://t.co/53PsjXobvW","",""
"18166","Die „Naturschutzkampagne Hessen. Für Natur. Für Vielfalt. Für uns.“ lädt alle Menschen im Land dazu ein, die schützenswerte und faszinierende Vielfalt der heimischen Natur kennenzulernen. Bei der ersten Mitmachaktion dreht sich alles um Vögel. #frohnatur https://t.co/dhf4tC48RZ","",""
"18167","Auch CNN bringt das deutsche BPA-Foto. Erstaunlich, dass das PR-Team des Twitter-Präsidenten dermaßen versagt hat. Ganz gleich, wie die Abläufe wirklich waren: dieses Bild setzt sich in den Köpfen fest. Stoff für spätere Seminararbeiten. https://t.co/Gm5RWRkp6P","",""
"18169","@RasBuch1 Satire pur! <U+0001F923>","",""
"18173","@Michael90231825 Das ist ein junger Grünfink! Viele Grüße nach Berlin!","",""
"18174","Sieg für Haussperling, Amsel und Kohlmeise: Hessische Naturfreunde zählten über 75.000 Vögel in 2.300 Gärten bei der Stunde der Gartenvögel. Hier gibt's die Ergebnisse: https://t.co/3IZpqGdt18 https://t.co/J2VGB5M9B7","",""
"18175","Die #NH bleibt eine Garantin für bezahlbaren Wohnraum in ganz #Hessen https://t.co/hAbKHohiU2","",""
"18176","Der Auftakt hat genauso viel Spaß gemacht wie es auf dem Foto aussieht. Die Kampagne macht bestimmt auch Lust auf #Klimaschutz https://t.co/Lk7C9ziAgi","",""
"18180","Read this! <U+0001F44D> https://t.co/juBA3Q0RQT","",""
"18181","Habemus Wahlprogramm! Nach konstruktiver Diskussion haben wir heute unser Wahlprogramm für die #ltwHE18 beschlossen. E I N S T I M M I G ! Wow. Jetzt freuen wir uns alle gemeinsam auf einen leidenschaftlichen Wahlkampf. <U+0001F4AA><U+0001F33B>#lmvHE https://t.co/eIKoFf5V4B https://t.co/TdIa9Ktyzt","",""
"18183","Bin natürlich dabei <U+0001F4AA><U+0001F3FB> https://t.co/H5QTZmBnk7","",""
"18184","Ich wurde heute einstimmig zur Direktkandidatin für die Landtagswahl im Wahlkreis 16 Lahn-Dill gewählt. Herzlichen Dank! https://t.co/1YthUEIfzp","",""
"18194","Sich über #Menschen- und #Tierversuche der Autoindustrie zu empören, ist gerechtfertigt. Zynisch ist die Empörung aber von Leuten, die seit Jahren verhindern, dass #Diesel sauberer werden und damit Tod &amp; Krankheit von Menschen in Kauf nehmen #dieselgate https://t.co/E88JmuQZDd","",""
"18196","#ländlicheräume sollen in #Hessen attraktiv bleiben https://t.co/PTPpiCTXqU","",""
"18197","Tolle Arbeit, toller Erfolg! https://t.co/itH6DsUHgR","",""
"18202","„Jeder kleine Schritt zählt!“ –  Schauen, schmunzeln und schlürfen, das passt gut zusammen. Als Anton Röder von der @caricatura_ks in #Kassel vom #BecherBonus gehört hat, musste er nicht lange nachdenken und war direkt dabei. Seit dieser Woche gibt es auch dort den #BecherBonus. https://t.co/RuAHFn35Pw","",""
"18203","Es war ein toller Tag mit viel Engagement. Herzlichen Dank an alle, die mitgemacht haben! #TagderNachhaltigkeit https://t.co/WwZwY87tni","",""
"18205","@PriskaHinz und @talwazir führen Hessens Grüne in Landtagswahlkampf https://t.co/0ApBjRhqXN","",""
"18208","In der Sophie-Scholl-Schule in #Hanau gibt es bald jede Menge zu entdecken. Die #Umweltschule will  für ein Freiluft-Klassenzimmer eine Fläche renaturieren. 5.000 Euro aus der #Umweltlotterie gehen in  in den @MainKinzigKreis. Herzlichen Glückwunsch!

https://t.co/wiZXzbNACR. https://t.co/3RfQT3SvmG","",""
"18214","Umweltministerin @PriskaHinz hat soeben die Sonderschau #NaturaufderSpur auf dem @hessentag2018 eröffnet. Wir freuen auf Ihren Besuch! #Hessentag2018 https://t.co/K6ftSbyLde","",""
"18215","Wo neue Wohnungen entstehen, werden auch soziale Einrichtungen benötigt. Das Land #Hessen fördert mit dem #MasterplanWohnen auch die soziale Infrastruktur in den #Kommunen. Das macht sich bemerkbar, auch in #Offenbach. #Hessenbaut @PriskaHinz 

Mehr dazu: https://t.co/vV6IA4GXE0 https://t.co/8JkfVVR8lT","",""
"18216","Worauf freut sich Umweltministerin @PriskaHinz auf dem #Hessentag am meisten? In unserem Video verrät sie es (das ganze Video gibt's auf https://t.co/H3FKAgtCkV): https://t.co/C3AbQK4s4F","",""
"18218","Die letzten Vorbereitungen laufen, morgen um 11 Uhr eröffnet dann Umweltministerin @PriskaHinz die Sonderschau #NaturaufderSpur . Wir wünschen Ihnen viel Spaß auf dem @hessentag2018 ! @HessentagNews https://t.co/TE5x4XzoCI","",""
"18222","Noch ist die Teilnahme möglich und das Wetter gut dafür geeignet mitzumachen #Weltbienentag #Fotoaktion https://t.co/2OURwNLFOp","",""
"18224","Sie haben Ihre Aktion für den 5. Hessischen #TagderNachhaltigkeit bereits in unseren Aktivitätenkompass eingetragen? Das freut uns! Fehlende #Inspiration oder offene Fragen haben Sie bisher daran gehindert? Unsere Servicestelle unterstützt Sie gerne: https://t.co/M7J7dFs6LI https://t.co/8amefdvu5J","",""
"18226","Wir haben zwei wunderbare Naturschutzgebiete besucht. Die Zusammenarbeit zwischen #Hessen und #Thüringen für Biotopvernetzung wollen wir fortsetzen @AnjaSiegesmund @UmweltHessen https://t.co/yOEMrbdTku","",""
